family,speaker,age,perplexity,entropy
Alex,Mother,16.9,2273.791792610095,3.1098781830136715
Alex,Mother,17.4,35.03714147316118,2.9026269814622947
Alex,Mother,17.866666666666667,1897.4516215490416,3.058006752897364
Alex,Mother,18.466666666666665,1122.9483356099995,2.871242468841387
Alex,Mother,19.233333333333334,24.558905445080597,2.7417547862782277
Alex,Mother,19.866666666666667,867.1261240343531,2.9607451706325225
Alex,Mother,20.366666666666667,947.5107011508699,3.183680097966674
Alex,Mother,20.833333333333332,3018.1744247241004,3.147195495054987
Alex,Mother,21.266666666666666,4462.3705653132265,3.2003594973149947
Alex,Mother,21.733333333333334,5376.6402918039485,3.1912892597306777
Alex,Mother,22.2,6264.74160799895,3.37349945752765
Alex,Mother,22.8,7844.349895703766,3.4276111263449693
Alex,Mother,23.1,2542.5141484674605,3.0241810748866573
Alex,Mother,23.566666666666666,2949.446312033132,3.1634281809406293
Alex,Mother,23.9,5900.314490728882,3.149614895008451
Alex,Mother,24.4,1814.9718286182713,2.937820759058884
Alex,Mother,25.066666666666666,593.5210170288854,2.7745529444688533
Alex,Mother,25.566666666666666,23.257521442976547,2.676205814071314
Alex,Mother,26.0,195.7016251124673,2.7094734823240487
Alex,Mother,26.566666666666666,34.62748250451683,2.893095566117904
Alex,Mother,27.0,336.9892966428672,2.8420895039875744
Alex,Mother,27.466666666666665,510.68243574981113,2.8236760225907207
Alex,Mother,27.866666666666667,1285.4171563268064,2.925633328997164
Alex,Mother,28.366666666666667,561.7949289673875,2.9273457726245806
Alex,Mother,28.833333333333332,37.800483732233744,2.6923509020111753
Alex,Mother,29.3,1121.8279306720776,2.8006066785047716
Alex,Mother,29.766666666666666,1430.5406052952244,2.911005306778527
Alex,Mother,30.2,3232.050715457077,2.96717030142138
Alex,Mother,30.666666666666668,531.0682757531913,2.8643504795707413
Alex,Mother,31.166666666666668,745.5641032888803,2.7803747208513143
Alex,Mother,31.8,2672.494068914323,3.0732643188418374
Alex,Mother,32.333333333333336,1902.046090271194,2.8695635604761995
Alex,Mother,32.53333333333333,2109.811482055924,2.8070494866441225
Alex,Mother,32.93333333333333,1735.3087418553887,2.9390673224018546
Alex,Mother,33.43333333333333,1018.4621803740682,2.816141364407174
Alex,Mother,33.86666666666667,5248.259289998254,3.218791446968044
Alex,Mother,34.36666666666667,1254.4824477604734,2.71633981620569
Alex,Mother,34.833333333333336,3150.5280863884173,3.044498744214094
Alex,Mother,35.266666666666666,1977.667483908463,2.7149235450459277
Alex,Mother,35.733333333333334,9851.264394586213,3.3945410645108947
Alex,Mother,36.2,3175.6119701940775,3.0878323207018075
Alex,Mother,37.1,3363.5484693279777,3.0710565935506495
Alex,Mother,37.63333333333333,3750.829293295731,2.8709535234608374
Alex,Mother,38.0,2893.231520416703,2.8843572732213114
Alex,Mother,38.46666666666667,7035.010232826357,3.2623238223631454
Alex,Mother,39.03333333333333,9939.514009160961,3.219822105555437
Alex,Mother,39.43333333333333,591.5417532372437,2.826514223895982
Alex,Mother,39.9,541.3326262554962,2.859898546607957
Alex,Mother,40.333333333333336,6788.5267945826,3.322083694179095
Alex,Mother,40.8,838.3830538678138,3.016677617327862
Alex,Mother,41.53333333333333,3246.1939773389736,2.9159530814719026
Alex,Target_Child,16.9,299.0976035858621,5.22133347563124
Alex,Target_Child,17.4,1922.8492453648396,4.7839895852181735
Alex,Target_Child,17.866666666666667,923.3430732358962,4.786797654321782
Alex,Target_Child,18.466666666666665,179.38715186856916,4.799225197370379
Alex,Target_Child,19.233333333333334,1255.7221941295672,4.83057598208514
Alex,Target_Child,19.866666666666667,18234.32826832403,5.3184206508180605
Alex,Target_Child,20.366666666666667,1786.6475601748614,4.426515269367843
Alex,Target_Child,20.833333333333332,18879.58645002829,5.468636020325835
Alex,Target_Child,21.266666666666666,13716.147420578169,4.991881241103555
Alex,Target_Child,21.733333333333334,7070.914214674776,4.40860834540056
Alex,Target_Child,22.2,10849.491233307,4.584229366753666
Alex,Target_Child,22.8,4031.2191517544557,4.204392924154533
Alex,Target_Child,23.1,23663.2982452319,5.29326907454284
Alex,Target_Child,23.566666666666666,15087.086071151323,4.250992467235883
Alex,Target_Child,23.9,15987.889757623538,5.0116219818063215
Alex,Target_Child,24.4,11255.34275195779,4.931347386875129
Alex,Target_Child,25.066666666666666,2080.1363640662694,4.013678589943477
Alex,Target_Child,25.566666666666666,3676.180499343003,3.809821834382772
Alex,Target_Child,26.0,5986.910199740592,4.258800372303396
Alex,Target_Child,26.566666666666666,1923.5481370117818,3.8709263751416554
Alex,Target_Child,27.0,6385.290733525824,4.008347268874282
Alex,Target_Child,27.466666666666665,5896.36459743162,4.0975138447425214
Alex,Target_Child,27.866666666666667,2135.6504562952186,3.227313236356372
Alex,Target_Child,28.366666666666667,5765.885421077086,3.9373908905821744
Alex,Target_Child,28.833333333333332,1538.4766658371923,3.3866506656667537
Alex,Target_Child,29.3,8962.423356748372,4.035432313979652
Alex,Target_Child,29.766666666666666,10592.344319755335,4.224713215569483
Alex,Target_Child,30.2,7163.599213879373,3.8608618929433836
Alex,Target_Child,30.666666666666668,17470.809568255783,4.4825304951573015
Alex,Target_Child,31.166666666666668,24493.449719221633,5.261977665197197
Alex,Target_Child,31.8,41999.0794601837,6.550259292036938
Alex,Target_Child,32.333333333333336,18680.975107584716,4.3755839376572645
Alex,Target_Child,32.53333333333333,21099.217605014757,4.688504518783023
Alex,Target_Child,32.93333333333333,26679.221759235443,5.071361268718544
Alex,Target_Child,33.43333333333333,26313.467292003264,5.163862603239543
Alex,Target_Child,33.86666666666667,8308.270641604591,3.9742589313303047
Alex,Target_Child,34.36666666666667,12011.358402534293,4.100405939656218
Alex,Target_Child,34.833333333333336,12496.607956523789,3.9188048461104596
Alex,Target_Child,35.266666666666666,12876.111083748068,4.24267016216804
Alex,Target_Child,35.733333333333334,28325.494558703802,5.231923237340122
Alex,Target_Child,36.2,14727.591956063949,4.258665567886567
Alex,Target_Child,37.1,18339.45982275454,4.458209870511779
Alex,Target_Child,37.63333333333333,16082.104048079273,4.262715620552212
Alex,Target_Child,38.0,14445.93800157979,4.193527334570752
Alex,Target_Child,38.46666666666667,13833.221329569304,4.1588852892507475
Alex,Target_Child,39.03333333333333,40775.54788801604,6.014893846281969
Alex,Target_Child,39.43333333333333,13866.906215348248,4.165858752758506
Alex,Target_Child,39.9,15578.722090257057,4.539226369928384
Alex,Target_Child,40.333333333333336,22436.796581738992,4.966802862990418
Alex,Target_Child,40.8,10744.538150637341,3.980903387406739
Alex,Target_Child,41.53333333333333,25003.223691192128,4.914990854920019
Ethan,Mother,11.133333333333333,35.90681149034527,2.999392113158184
Ethan,Mother,11.7,33.698233800525735,2.948625942712683
Ethan,Mother,12.2,1943.5573692275598,3.2660672134821627
Ethan,Mother,12.7,1493.4271445955862,3.151422105685257
Ethan,Mother,13.166666666666666,213.3679967418951,3.0482009934038157
Ethan,Mother,13.566666666666666,6966.679909587812,3.5654142199126033
Ethan,Mother,14.033333333333333,3728.4422372308377,3.2053753058620194
Ethan,Mother,14.6,2246.3388069470416,3.0661274980889366
Ethan,Mother,14.933333333333334,6906.103806499618,3.396450635339647
Ethan,Mother,15.5,1217.2403437849018,2.837429789103291
Ethan,Mother,16.0,6777.9037009883,3.3854119404449947
Ethan,Mother,16.366666666666667,5969.531605185766,3.2286156323287347
Ethan,Mother,16.866666666666667,1355.1362057892272,2.7154234251816125
Ethan,Mother,17.566666666666666,2171.3093324660445,2.9557537465086257
Ethan,Mother,18.066666666666666,6427.894825349658,3.4387080127370893
Ethan,Mother,18.666666666666668,2646.038940455572,3.068248854670826
Ethan,Mother,19.0,5215.972302286732,3.1342052305687593
Ethan,Mother,19.466666666666665,1215.1654554326674,2.6656913973813383
Ethan,Mother,19.866666666666667,905.9997931556111,2.8891465436222803
Ethan,Mother,20.133333333333333,44.486771250472515,2.8746069797901654
Ethan,Mother,20.666666666666668,691.3025353038537,2.5935258427868266
Ethan,Mother,21.133333333333333,29.357338632150512,2.856605469294882
Ethan,Mother,21.6,22.59992201729177,2.7816454392223537
Ethan,Mother,21.866666666666667,1709.4258516669593,2.7143004840409577
Ethan,Mother,22.366666666666667,824.1081855446058,2.879460512420642
Ethan,Mother,22.766666666666666,2810.5072522167106,2.979136504728119
Ethan,Mother,23.333333333333332,35.149132848541186,2.778292859194732
Ethan,Mother,23.7,586.0320347153117,2.7448975982001724
Ethan,Mother,24.233333333333334,1979.7616004756603,2.8675184516362155
Ethan,Mother,24.833333333333332,276.77437716641975,2.7658871393726314
Ethan,Mother,25.733333333333334,3488.1823100049364,2.9146221923565214
Ethan,Mother,26.266666666666666,4243.160505386314,3.1049274892439693
Ethan,Mother,26.733333333333334,1161.3685898704077,2.684831095939412
Ethan,Mother,27.633333333333333,3384.0329999723817,3.0126657342749663
Ethan,Mother,28.066666666666666,6121.347299597687,3.166684350876844
Ethan,Mother,28.633333333333333,3333.947703470314,2.9764817414728646
Ethan,Mother,29.0,3173.342998634722,2.921614834013165
Ethan,Mother,29.5,2647.061744148906,2.9166882157015652
Ethan,Mother,29.866666666666667,1355.6947337204092,2.6087550606112506
Ethan,Mother,30.366666666666667,4187.469574823666,2.9858350804417793
Ethan,Mother,30.8,3673.6225963275438,2.883213986253889
Ethan,Mother,31.3,9802.837176388788,3.4651799440243716
Ethan,Mother,31.833333333333332,9636.46676259752,3.50133713007636
Ethan,Mother,32.333333333333336,12415.635136688878,3.877957036845349
Ethan,Mother,33.0,5614.159256423736,3.081254783278034
Ethan,Mother,33.233333333333334,7048.030510356095,3.454012648893229
Ethan,Mother,33.666666666666664,5588.133721116362,3.088997569035309
Ethan,Mother,34.166666666666664,8192.505257862229,3.5366789354336015
Ethan,Mother,34.6,5061.178659928365,3.1117357310227005
Ethan,Mother,35.03333333333333,4582.200120720804,3.122242320073596
Ethan,Target_Child,11.133333333333333,39413.51931486031,7.273593586703726
Ethan,Target_Child,11.7,102.3717673439317,4.134701030146178
Ethan,Target_Child,12.2,33206.08447688694,6.527036234516922
Ethan,Target_Child,12.7,9327.393873497473,4.588688856217477
Ethan,Target_Child,13.166666666666666,3277.6213953213432,4.191160130862916
Ethan,Target_Child,13.566666666666666,18721.982034087065,5.846263397500548
Ethan,Target_Child,14.033333333333333,7441.828116478448,4.74836953547976
Ethan,Target_Child,14.6,5922.403346279384,4.364579388351859
Ethan,Target_Child,14.933333333333334,10778.9871973821,4.512184559586279
Ethan,Target_Child,15.5,9633.360835102454,4.380870289881481
Ethan,Target_Child,16.0,9746.786489458023,4.324112438544282
Ethan,Target_Child,16.366666666666667,21903.838043215168,5.264947668880411
Ethan,Target_Child,16.866666666666667,13004.24265206443,4.6156247724657575
Ethan,Target_Child,17.566666666666666,6736.090678102645,4.183078975572785
Ethan,Target_Child,18.066666666666666,5911.869878605816,4.561762176959476
Ethan,Target_Child,18.666666666666668,5504.542088516358,3.9046767433607665
Ethan,Target_Child,19.0,17964.080496460934,4.701772994637351
Ethan,Target_Child,19.466666666666665,8308.121430940022,4.236701129634145
Ethan,Target_Child,19.866666666666667,57.386154289144734,3.6121230075940423
Ethan,Target_Child,20.133333333333333,61.917610692723464,3.7565004999662466
Ethan,Target_Child,20.666666666666668,2813.700060633094,4.022771217508012
Ethan,Target_Child,21.133333333333333,15252.774179000233,4.76861023131256
Ethan,Target_Child,21.6,7406.568787029209,4.092598856414113
Ethan,Target_Child,21.866666666666667,15882.704573071587,4.646667084277814
Ethan,Target_Child,22.366666666666667,10479.317038936553,4.104795828418646
Ethan,Target_Child,22.766666666666666,11205.057101891047,4.284909411918374
Ethan,Target_Child,23.333333333333332,4050.553603982411,3.632796285743105
Ethan,Target_Child,23.7,10831.374083981955,4.508315361822789
Ethan,Target_Child,24.233333333333334,4516.226638879727,4.104175867739734
Ethan,Target_Child,24.833333333333332,664.3726627309161,3.586148482687335
Ethan,Target_Child,25.733333333333334,26845.01092097986,5.050666900701231
Ethan,Target_Child,26.266666666666666,8422.435818100275,4.466050260190527
Ethan,Target_Child,26.733333333333334,27492.294884353825,5.210579542862154
Ethan,Target_Child,27.633333333333333,35692.06378027533,5.826001770322698
Ethan,Target_Child,28.066666666666666,26764.384301469843,5.072647758712338
Ethan,Target_Child,28.633333333333333,19187.350548803213,4.728970914753339
Ethan,Target_Child,29.0,16785.785777462675,4.501772940033542
Ethan,Target_Child,29.5,31625.27734327868,5.508259772402106
Ethan,Target_Child,29.866666666666667,1938.721436593037,3.1849561888384725
Ethan,Target_Child,30.366666666666667,15078.209107656687,4.603939001556193
Ethan,Target_Child,30.8,14059.37669290733,4.143973531665674
Ethan,Target_Child,31.3,17507.799833068046,4.665114811725885
Ethan,Target_Child,31.833333333333332,11030.956961022966,3.953825463197002
Ethan,Target_Child,32.333333333333336,10066.008728782146,4.267129461251104
Ethan,Target_Child,33.0,4236.565309001933,3.3334737965226244
Ethan,Target_Child,33.233333333333334,8379.304892636292,4.2350742005576425
Ethan,Target_Child,33.666666666666664,4784.384000422143,3.7833356815677837
Ethan,Target_Child,34.166666666666664,8513.822703346717,4.319915500472462
Ethan,Target_Child,34.6,7773.112461956119,3.9524356196382633
Ethan,Target_Child,35.03333333333333,9692.165882671474,4.188427844336606
Lily,Mother,13.066666666666666,1716.2273403721008,3.1720403562504793
Lily,Mother,13.566666666666666,2319.0108431648578,3.265248937430039
Lily,Mother,14.066666666666666,429.8415988654972,3.2513202122628644
Lily,Mother,14.433333333333334,415.55517049693646,2.9737197301787797
Lily,Mother,14.933333333333334,824.2351746206541,3.174172735823025
Lily,Mother,15.433333333333334,689.5489204467052,3.1173514005027134
Lily,Mother,15.766666666666667,1022.6587515562649,3.059756276874107
Lily,Mother,15.866666666666667,1004.8620302026103,3.159486764627502
Lily,Mother,16.766666666666666,1279.2475750938206,3.208163463726454
Lily,Mother,17.266666666666666,1339.613559245303,3.254092541836389
Lily,Mother,17.7,665.0565210598915,3.2175395229802866
Lily,Mother,18.366666666666667,2065.101903540009,3.3456084602273366
Lily,Mother,18.6,1026.0187762851715,3.0696336281648655
Lily,Mother,19.033333333333335,148.40454435706798,2.843400347585281
Lily,Mother,19.633333333333333,1335.5897927970411,2.847160626219006
Lily,Mother,20.1,9487.51270932531,3.662490022452723
Lily,Mother,20.466666666666665,1980.0644988298784,2.950583600460101
Lily,Mother,20.9,1215.558958628735,2.865066211253076
Lily,Mother,21.4,3508.728417295057,2.9110628649795918
Lily,Mother,21.833333333333332,4539.5435977215775,3.052371366309916
Lily,Mother,22.3,2116.2615027728307,2.8578323288556366
Lily,Mother,22.733333333333334,2115.172436042066,2.7322542195664017
Lily,Mother,23.233333333333334,691.7163402005963,2.82619059449725
Lily,Mother,23.866666666666667,748.8957639464365,3.029535090798373
Lily,Mother,24.133333333333333,502.81448857409094,2.561082051131319
Lily,Mother,24.366666666666667,2827.0782356051673,2.9027491733091804
Lily,Mother,24.766666666666666,293.39975163119544,2.6451064869592744
Lily,Mother,25.033333333333335,33.89161101812354,2.785558681044811
Lily,Mother,25.266666666666666,556.6439106918775,2.7687788467837917
Lily,Mother,25.5,28.71253106359239,2.6455464965276483
Lily,Mother,25.766666666666666,912.978119789793,2.91492084558739
Lily,Mother,26.033333333333335,224.18904721682375,2.6549844080162135
Lily,Mother,26.5,522.6097325342438,2.729401750487912
Lily,Mother,26.9,1010.4064157406077,2.7165484494311847
Lily,Mother,27.166666666666668,1525.1190058111254,2.8965216538938563
Lily,Mother,27.566666666666666,1977.9270676567553,2.8596772074122243
Lily,Mother,28.066666666666666,235.79964577172805,2.629037655964859
Lily,Mother,28.3,428.3475776490711,2.5787723351840035
Lily,Mother,28.533333333333335,2975.31433576747,2.8287207406334636
Lily,Mother,28.933333333333334,4695.346000652642,3.10840469803158
Lily,Mother,29.2,7261.723838992505,3.322727237846115
Lily,Mother,29.6,3342.484453118223,2.7587872690106625
Lily,Mother,29.866666666666667,207.5221739757613,2.652640415462092
Lily,Mother,30.133333333333333,2583.3095227477606,2.712827386852748
Lily,Mother,30.4,7282.2507753650225,3.4409343878407226
Lily,Mother,30.6,7015.629312670456,3.2961715773383062
Lily,Mother,30.766666666666666,1649.8236920290087,2.6172165080471403
Lily,Mother,31.0,8513.409490128153,3.4432625806494346
Lily,Mother,31.033333333333335,1982.5966794415199,2.7046891436752705
Lily,Mother,31.533333333333335,4494.811962174927,3.1248939538160827
Lily,Mother,31.7,6534.311961929964,3.085398851024706
Lily,Mother,31.933333333333334,2133.150599109836,2.7083633317205202
Lily,Mother,32.2,4016.1800457974086,3.1564047805436237
Lily,Mother,32.43333333333333,4994.061599871319,3.1631383954505226
Lily,Mother,32.63333333333333,751.2536363862022,2.6695175098642285
Lily,Mother,33.13333333333333,2232.2513703551767,2.9098362636068913
Lily,Mother,33.3,4404.091284922799,2.9959651621194805
Lily,Mother,33.6,9543.710512974301,3.1274972774852774
Lily,Mother,33.766666666666666,1730.128874223674,2.707387022669994
Lily,Mother,34.266666666666666,2950.8718773087953,2.9276069143057497
Lily,Mother,34.833333333333336,1433.5461165082581,2.8874785613637473
Lily,Mother,34.93333333333333,3571.9900562271155,3.084181052808603
Lily,Mother,35.2,1747.9245032868955,2.954111440350151
Lily,Mother,35.833333333333336,2185.2489237091872,3.0795534006429954
Lily,Mother,36.1,1812.3914767290678,2.9224887500169863
Lily,Mother,36.333333333333336,3145.7784676764313,3.2381655937570666
Lily,Mother,36.833333333333336,1132.9779984613263,3.0969788481968807
Lily,Mother,37.0,3040.7520518887904,3.0669602740270063
Lily,Mother,37.7,2479.851754471816,3.1013672568773183
Lily,Mother,38.6,2837.7834024721897,3.1094565771198917
Lily,Mother,39.766666666666666,2797.5486997391326,3.0638519210941464
Lily,Mother,40.666666666666664,5414.026307501229,3.337441705231474
Lily,Mother,41.93333333333333,1619.8205357462455,3.13647419957098
Lily,Mother,43.833333333333336,1023.0288042019295,2.739944119861303
Lily,Mother,44.766666666666666,4448.381882960082,3.2828547912364283
Lily,Mother,45.9,2838.8628295736503,2.877993315453319
Lily,Mother,46.833333333333336,5550.4880606620945,3.1251795662279753
Lily,Mother,48.06666666666667,2423.8600457650014,2.779697395341234
Lily,Target_Child,13.066666666666666,4410.615564326154,5.464097092658116
Lily,Target_Child,13.566666666666666,6232.4075739516475,5.315041090110251
Lily,Target_Child,14.066666666666666,2009.8191887866192,5.283962042142879
Lily,Target_Child,14.433333333333334,3110.270704718821,5.36821985926803
Lily,Target_Child,14.933333333333334,586.4382122912684,5.327158903188526
Lily,Target_Child,15.433333333333334,1635.5277562249012,5.307761075424005
Lily,Target_Child,15.766666666666667,1952.242590356746,5.227255930290331
Lily,Target_Child,15.866666666666667,1028.8688109218544,5.614805047178522
Lily,Target_Child,16.766666666666666,707.2548378334408,5.19554798764811
Lily,Target_Child,17.266666666666666,231.85732205347094,5.040319210548479
Lily,Target_Child,17.7,2132.045834682521,5.313580997830877
Lily,Target_Child,18.366666666666667,2589.7116646539494,5.5425236858849765
Lily,Target_Child,18.6,219.65240575892855,4.9097723265296125
Lily,Target_Child,19.033333333333335,1107.6739647944135,4.989366720396986
Lily,Target_Child,19.633333333333333,33145.14107791436,6.11263125438343
Lily,Target_Child,20.1,36994.74303715382,6.394549782265667
Lily,Target_Child,20.466666666666665,8262.6875318017,4.3845739486323785
Lily,Target_Child,20.9,7162.334938245202,4.148309559180276
Lily,Target_Child,21.4,15339.867476419358,4.7592049123336855
Lily,Target_Child,21.833333333333332,22508.265034934924,5.186658019041488
Lily,Target_Child,22.3,13913.821668679193,4.6025480385588144
Lily,Target_Child,22.733333333333334,15020.79386854596,4.581191586015099
Lily,Target_Child,23.233333333333334,626.0137996183789,3.6788076054663863
Lily,Target_Child,23.866666666666667,1402.866208432046,3.773034415915458
Lily,Target_Child,24.133333333333333,13380.788932485497,4.42125541204565
Lily,Target_Child,24.366666666666667,16877.301040769118,4.706413954562535
Lily,Target_Child,24.766666666666666,67.20880302973097,3.5503879613369334
Lily,Target_Child,25.033333333333335,1187.2277292267934,3.779998849402896
Lily,Target_Child,25.266666666666666,4599.247045454636,3.7678148694423967
Lily,Target_Child,25.5,364.9318497743173,3.702503149782246
Lily,Target_Child,25.766666666666666,1720.430805278362,3.760903104180866
Lily,Target_Child,26.033333333333335,363.3020288025266,3.5772408537736875
Lily,Target_Child,26.5,1880.9722491043387,3.5261768591990053
Lily,Target_Child,26.9,470.4532910355236,3.202038463299063
Lily,Target_Child,27.166666666666668,2980.277830129621,3.4787364161815826
Lily,Target_Child,27.566666666666666,2438.527655146735,3.4160277485695536
Lily,Target_Child,28.066666666666666,439.03657069276295,3.0521615425398996
Lily,Target_Child,28.3,850.3083522805277,3.131934412620677
Lily,Target_Child,28.533333333333335,5031.128134591944,3.416399397736088
Lily,Target_Child,28.933333333333334,14065.487737266682,4.368222871389522
Lily,Target_Child,29.2,17992.713558695337,4.4325059003934975
Lily,Target_Child,29.6,9696.92419389303,3.883311894504059
Lily,Target_Child,29.866666666666667,4528.401314802858,3.631118341060266
Lily,Target_Child,30.133333333333333,9400.395692063248,4.048058698227822
Lily,Target_Child,30.4,12921.272691458098,4.278298674419676
Lily,Target_Child,30.6,19059.729127845396,4.931618193498072
Lily,Target_Child,30.766666666666666,6852.278571729442,3.282442291017582
Lily,Target_Child,31.0,15498.065298621617,3.933921015230247
Lily,Target_Child,31.033333333333335,8936.692436386766,3.854429829533836
Lily,Target_Child,31.533333333333335,6599.5354277810375,3.390171278533797
Lily,Target_Child,31.7,30044.86904584836,5.536746586756272
Lily,Target_Child,31.933333333333334,9259.688983382974,3.69659149806086
Lily,Target_Child,32.2,12561.370135098085,4.065811458919986
Lily,Target_Child,32.43333333333333,6051.345291121403,3.5896389489423353
Lily,Target_Child,32.63333333333333,11762.443965739385,3.9424894611949406
Lily,Target_Child,33.13333333333333,9720.922319110115,3.970502875851709
Lily,Target_Child,33.3,10526.255332327872,3.717077602072415
Lily,Target_Child,33.6,35841.05604199484,5.68848783287839
Lily,Target_Child,33.766666666666666,12413.322437797475,3.9711000208208334
Lily,Target_Child,34.266666666666666,3045.188308134966,3.2079291268153844
Lily,Target_Child,34.833333333333336,5129.817649899783,3.97208200105769
Lily,Target_Child,34.93333333333333,5003.186322877896,3.6784012414686393
Lily,Target_Child,35.2,8336.48447157974,4.003317680525561
Lily,Target_Child,35.833333333333336,1139.2903560403288,3.406048532521355
Lily,Target_Child,36.1,3321.8839678623453,3.6520232719151258
Lily,Target_Child,36.333333333333336,2056.3176232218943,3.530366203596353
Lily,Target_Child,36.833333333333336,4970.997302001167,3.748139910324216
Lily,Target_Child,37.0,3732.465948183004,3.465112250217102
Lily,Target_Child,37.7,4943.442433352726,3.500216777340149
Lily,Target_Child,38.6,7049.678497137928,3.8591677752053295
Lily,Target_Child,39.766666666666666,4820.988556442959,3.649643116637465
Lily,Target_Child,40.666666666666664,12723.949102335953,4.0153498017449945
Lily,Target_Child,41.93333333333333,3987.404821620838,3.4752864703643493
Lily,Target_Child,43.833333333333336,9634.778657862982,3.830059512551038
Lily,Target_Child,44.766666666666666,12662.879425533798,3.932316098565405
Lily,Target_Child,45.9,15584.107214954141,4.285710906575321
Lily,Target_Child,46.833333333333336,12679.82515506536,3.903162174813295
Lily,Target_Child,48.06666666666667,14060.316559738452,4.469543031702363
Naima,Mother,11.866666666666667,1676.763430898352,3.0040623258021166
Naima,Mother,12.466666666666667,1232.8043067291846,3.050436423144679
Naima,Mother,12.866666666666667,501.82472921540483,2.8778819688903017
